pnames,pval
k_gri,0.0666746743613525
k_min,0.0085155652514903
k_max,0.0880084308248269
b,0.93924923246758
d,0.0154134231392473
k_abs,0.0318679216860434
ProteinBreakdown,0.000501817608014055
aaTransportation_k,0.0198891773568715
f,0.861690513073633
k_1,0.0627873087747767
U_ii,0.680904290002579
m_2,0.92650206673764
m_4,0.0719508416079929
K,498.902735680456
S_b1,0.0117798119783375
S_b2,0.0941742874512143
S_b3,0.00858647635026591
S_b4,0.00976525056200452
gamma,267.922122686302
K_m0,241.806190773341
V_m0,2.81642403098387
V_mX,0.113713101341837
K_f0,355.085913103037
V_f0,0.0534534478151061
V_fX,0.141940806329736
GLUT2_diffusionMax,3.59990426141401
GLUT2_diffusion0,7.23198004264897
Uidl_diffusionMax,0.420917816293007
Uidl_diffusion0,0.810882463633295
EGP_KidneysK,0.661916016041459
k_2,0.250419832239212
It_delay_k,0.291029456739961
G_b1,16.6338090303157
G_b2,30.5068691720374
G_b3,50.5276933848014
G_b4,87.0369869626986
V_glyBmax,4.08729510939295
GlyB,66.0855253653811
V_glySmax,4.97301811043026
GlyS,0.843075096767183
CrebUsage_K,1.1522045994884
Gluconeogenesis_CrebK,1.42362085034329
PyruvateTranslocase_K,0.00974249281958943
PyruvateOxi_k,0.0401510706929616
Aminoprofile_k,0.615915088786752
Glycolysis_k,0.0882101979177193
GlycolysisEXP,0.052371907819327
InsDepEXP,1.22476147718455
m_1,0.218168502988258
m_5,0.0808431277010129
m_6,0.283845483431626
alpha,4.16229058965159
beta,0.0821931683008676
InsulinLiverResponseK,0.118664122183538
DifferentInsulinTolerance_1,0.353380103867513
DifferentInsulinTolerance_2,1.08980532601757
DifferentInsulinTolerance_3,0.503457862953218
DifferentInsulinTolerance_4,1.67257641981004
DifferentInsulinResponse_1,1.2
DifferentInsulinResponse_2,0.722129160240042
DifferentInsulinResponse_3,0.502588536834856
DifferentInsulinResponse_4,1.14204252132915
DifferentInsulinDegradation_1,2.8
DifferentInsulinDegradation_2,1.38592178365364
DifferentInsulinDegradation_3,0.717815373727569
DifferentInsulinDegradation_4,0.609200777429058
GlyDep_Meal,459.70945329617
GlyDep_TCA,275.657867799218
GlyDep_Glugoneogenesis,818.132995374788
GlyDep_KidneysEGP,59.4822952841744
GlyDepEXP_Meal,0.963082323285757
GlyDepEXP_TCA,0.743492657798594
GlyDepEXP_Glugoneogenesis,0.93223891244893
GlyDepEXP_KidneysEGP,0.0528836292649851

BloodVolumeUncertainty,0.64
BloodLiverUncerteinty,0.598317110581949
meal_length1,4
meal_start1,100
carb_amount1,30
protein_amount1,26.393802674255

BloodVolumeUncertainty2,0
BloodLiverUncerteinty2,0
meal_length1_2,1
meal_start1_2,0
carb_amount1_2,0
protein_amount1_2,0

BloodVolumeUncertainty3,0
BloodLiverUncerteinty3,0
meal_length1_3,1
meal_start1_3,0
carb_amount1_3,0
protein_amount1_3,0

BloodVolumeUncertainty4,0
BloodLiverUncerteinty4,0
meal_length1_4,1
meal_start1_4,0
carb_amount1_4,0
protein_amount1_4,0

meal_solid1,1
meal_liquid1,0
meal_boolean1,0
female_boolean,0
male_boolean,1
Height,180
BW_start,87

CountMeal1_1,1
CountMeal1_2,0
CountMeal1_3,0
CountMeal1_4,0

meal_length2,3
meal_start2,0
carb_amount2,0
protein_amount2,0
meal_solid2,1
meal_liquid2,0
meal_boolean2,0
D,0
